Grapheme	IPA	BIPA	CLTS_Name
d`=;	ɖ̩ʲ	ɖ̩ʲ	syllabic_palatalized_voiced_retroflex_stop_consonant
s`=;	ʂ̩ʲ	ʂ̩ʲ	syllabic_palatalized_voiceless_retroflex_sibilant_fricative_consonant
z`=;	ʐ̩ʲ	ʐ̩ʲ	syllabic_palatalized_voiced_retroflex_sibilant_fricative_consonant
n`=;	ɳ̩ʲ	ɳ̩ʲ	syllabic_palatalized_voiced_retroflex_nasal_consonant
c=;	c̩ʲ	c̩ʲ	syllabic_palatalized_voiceless_palatal_stop_consonant
J\=;	ɟ̩ʲ	ɟ̩ʲ	syllabic_palatalized_voiced_palatal_stop_consonant
C=;	ç̩ʲ	ç̩ʲ	syllabic_palatalized_voiceless_palatal_sibilant_fricative_consonant
j\\=;	ʝ̩ʲ	ʝ̩ʲ	syllabic_palatalized_voiced_palatal_fricative_consonant
J=;	ɲ̩ʲ	ɲ̩ʲ	syllabic_palatalized_voiced_palatal_nasal_consonant
k=;	k̩ʲ	k̩ʲ	syllabic_palatalized_voiceless_velar_stop_consonant
g\\=;	ɡ̩ʲ	g̩ʲ	syllabic_palatalized_voiced_velar_stop_consonant
g_<=;	ɠ̩ʲ	ɠ̩ʲ	syllabic_palatalized_voiced_velar_implosive_consonant
x=;	x̩ʲ	x̩ʲ	syllabic_palatalized_voiceless_velar_fricative_consonant
G=;	ɣ̩ʲ	ɣ̩ʲ	syllabic_palatalized_voiced_velar_fricative_consonant
N=;	ŋ̩ʲ	ŋ̩ʲ	syllabic_palatalized_voiced_velar_nasal_consonant
q=;	q̩ʲ	q̩ʲ	syllabic_palatalized_voiceless_uvular_stop_consonant
G\=;	ɢ̩ʲ	ɢ̩ʲ	syllabic_palatalized_voiced_uvular_stop_consonant
G\\_<=;	ʛ̩ʲ	ʛ̩ʲ	syllabic_palatalized_voiced_uvular_implosive_consonant
X=;	χ̩ʲ	χ̩ʲ	syllabic_palatalized_voiceless_uvular_fricative_consonant
R=;	ʁ̩ʲ	ʁ̩ʲ	syllabic_palatalized_voiced_uvular_fricative_consonant
N\=;	ɴ̩ʲ	ɴ̩ʲ	syllabic_palatalized_voiced_uvular_nasal_consonant
?\=;	ʕ̩ʲ	ʕ̩ʲ	syllabic_palatalized_voiced_pharyngeal_fricative_consonant
X\=;	ħ̩ʲ	ħ̩ʲ	syllabic_palatalized_voiceless_pharyngeal_fricative_consonant
?=;	ʔ̩ʲ	ʔ̩ʲ	syllabic_palatalized_voiceless_glottal_stop_consonant
h=;	h̩ʲ	h̩ʲ	syllabic_palatalized_voiceless_glottal_fricative_consonant
h\=;	ɦ̩ʲ	ɦ̩ʲ	syllabic_palatalized_voiced_glottal_fricative_consonant
m0=;	m̥̩ʲ	m̩̥ʲ	syllabic_palatalized_devoiced_voiced_bilabial_nasal_consonant
F0=;	ɱ̥̩ʲ	ɱ̩̥ʲ	syllabic_palatalized_devoiced_voiced_labio-dental_nasal_consonant
n0=;	n̥̩ʲ	n̩̥ʲ	syllabic_palatalized_devoiced_voiced_alveolar_nasal_consonant
n`0=;	ɳ̥̩ʲ	ɳ̩̥ʲ	syllabic_palatalized_devoiced_voiced_retroflex_nasal_consonant
J0=;	ɲ̥̩ʲ	ɲ̩̥ʲ	syllabic_palatalized_devoiced_voiced_palatal_nasal_consonant
N0=;	ŋ̥̩ʲ	ŋ̩̥ʲ	syllabic_palatalized_devoiced_voiced_velar_nasal_consonant
N\0=;	ɴ̥̩ʲ	ɴ̩̥ʲ	syllabic_palatalized_devoiced_voiced_uvular_nasal_consonant
b_<_w	ɓʷ	ɓʷ	labialized_voiced_bilabial_implosive_consonant
p\_w	ɸʷ	ɸʷ	labialized_voiceless_bilabial_fricative_consonant
f_w	fʷ	fʷ	labialized_voiceless_labio-dental_fricative_consonant
v_w	vʷ	vʷ	labialized_voiced_labio-dental_fricative_consonant
F_w	ɱʷ	ɱʷ	labialized_voiced_labio-dental_nasal_consonant
d_<_w	ɗʷ	ɗʷ	labialized_voiced_dental_implosive_consonant
T_w	θʷ	θʷ	labialized_voiceless_dental_fricative_consonant
D_w	ðʷ	ðʷ	labialized_voiced_dental_fricative_consonant
d_w	dʷ	dʷ	labialized_voiced_alveolar_stop_consonant
s_w	sʷ	sʷ	labialized_voiceless_alveolar_sibilant_fricative_consonant
z_w	zʷ	zʷ	labialized_voiced_alveolar_sibilant_fricative_consonant
K_w	ɬʷ	ɬʷ	labialized_voiceless_alveolar_lateral_fricative_consonant
K\_w	ɮʷ	ɮʷ	labialized_voiced_alveolar_lateral_fricative_consonant
n_w	nʷ	nʷ	labialized_voiced_alveolar_nasal_consonant
Z_w	ʒʷ	ʒʷ	labialized_voiced_post-alveolar_sibilant_fricative_consonant
t`_w	ʈʷ	ʈʷ	labialized_voiceless_retroflex_stop_consonant
d`_w	ɖʷ	ɖʷ	labialized_voiced_retroflex_stop_consonant
s`_w	ʂʷ	ʂʷ	labialized_voiceless_retroflex_sibilant_fricative_consonant
z`_w	ʐʷ	ʐʷ	labialized_voiced_retroflex_sibilant_fricative_consonant
n`_w	ɳʷ	ɳʷ	labialized_voiced_retroflex_nasal_consonant
c_w	cʷ	cʷ	labialized_voiceless_palatal_stop_consonant
J\_w	ɟʷ	ɟʷ	labialized_voiced_palatal_stop_consonant
C_w	çʷ	çʷ	labialized_voiceless_palatal_sibilant_fricative_consonant
j\\_w	ʝʷ	ʝʷ	labialized_voiced_palatal_fricative_consonant
J_w	ɲʷ	ɲʷ	labialized_voiced_palatal_nasal_consonant
g\\_w	ɡʷ	gʷ	labialized_voiced_velar_stop_consonant
g_<_w	ɠʷ	ɠʷ	labialized_voiced_velar_implosive_consonant
G\_w	ɢʷ	ɢʷ	labialized_voiced_uvular_stop_consonant
G\\_<_w	ʛʷ	ʛʷ	labialized_voiced_uvular_implosive_consonant
R_w	ʁʷ	ʁʷ	labialized_voiced_uvular_fricative_consonant
N\_w	ɴʷ	ɴʷ	labialized_voiced_uvular_nasal_consonant
?\_w	ʕʷ	ʕʷ	labialized_voiced_pharyngeal_fricative_consonant
X\_w	ħʷ	ħʷ	labialized_voiceless_pharyngeal_fricative_consonant
h_w	hʷ	hʷ	labialized_voiceless_glottal_fricative_consonant
h\_w	ɦʷ	ɦʷ	labialized_voiced_glottal_fricative_consonant
m0_w	m̥ʷ	m̥ʷ	labialized_devoiced_voiced_bilabial_nasal_consonant
F0_w	ɱ̥ʷ	ɱ̥ʷ	labialized_devoiced_voiced_labio-dental_nasal_consonant
n0_w	n̥ʷ	n̥ʷ	labialized_devoiced_voiced_alveolar_nasal_consonant
n`0_w	ɳ̥ʷ	ɳ̥ʷ	labialized_devoiced_voiced_retroflex_nasal_consonant
J0_w	ɲ̥ʷ	ɲ̥ʷ	labialized_devoiced_voiced_palatal_nasal_consonant
N0_w	ŋ̥ʷ	ŋ̥ʷ	labialized_devoiced_voiced_velar_nasal_consonant
N\0_w	ɴ̥ʷ	ɴ̥ʷ	labialized_devoiced_voiced_uvular_nasal_consonant
p_$h_w	pʰʷ	pʷʰ	labialized_aspirated_voiceless_bilabial_stop_consonant
b_$h_w	bʰʷ	bʷʰ	labialized_aspirated_voiced_bilabial_stop_consonant
b_<_$h_w	ɓʰʷ	ɓʷʰ	labialized_aspirated_voiced_bilabial_implosive_consonant
m_$h_w	mʰʷ	mʷʰ	labialized_aspirated_voiced_bilabial_nasal_consonant
F_$h_w	ɱʰʷ	ɱʷʰ	labialized_aspirated_voiced_labio-dental_nasal_consonant
d_<_$h_w	ɗʰʷ	ɗʷʰ	labialized_aspirated_voiced_dental_implosive_consonant
d_$h_w	dʰʷ	dʷʰ	labialized_aspirated_voiced_alveolar_stop_consonant
n_$h_w	nʰʷ	nʷʰ	labialized_aspirated_voiced_alveolar_nasal_consonant
t`_$h_w	ʈʰʷ	ʈʷʰ	labialized_aspirated_voiceless_retroflex_stop_consonant
d`_$h_w	ɖʰʷ	ɖʷʰ	labialized_aspirated_voiced_retroflex_stop_consonant
n`_$h_w	ɳʰʷ	ɳʷʰ	labialized_aspirated_voiced_retroflex_nasal_consonant
c_$h_w	cʰʷ	cʷʰ	labialized_aspirated_voiceless_palatal_stop_consonant
J\_$h_w	ɟʰʷ	ɟʷʰ	labialized_aspirated_voiced_palatal_stop_consonant
J_$h_w	ɲʰʷ	ɲʷʰ	labialized_aspirated_voiced_palatal_nasal_consonant
k_$h_w	kʰʷ	kʷʰ	labialized_aspirated_voiceless_velar_stop_consonant
g\\_$h_w	ɡʰʷ	gʷʰ	labialized_aspirated_voiced_velar_stop_consonant
g_<_$h_w	ɠʰʷ	ɠʷʰ	labialized_aspirated_voiced_velar_implosive_consonant
N_$h_w	ŋʰʷ	ŋʷʰ	labialized_aspirated_voiced_velar_nasal_consonant
G\_$h_w	ɢʰʷ	ɢʷʰ	labialized_aspirated_voiced_uvular_stop_consonant
G\\_<_$h_w	ʛʰʷ	ʛʷʰ	labialized_aspirated_voiced_uvular_implosive_consonant
N\_$h_w	ɴʰʷ	ɴʷʰ	labialized_aspirated_voiced_uvular_nasal_consonant
?_$h_w	ʔʰʷ	ʔʷʰ	labialized_aspirated_voiceless_glottal_stop_consonant
m0_$h_w	m̥ʰʷ	m̥ʷʰ	labialized_aspirated_devoiced_voiced_bilabial_nasal_consonant
F0_$h_w	ɱ̥ʰʷ	ɱ̥ʷʰ	labialized_aspirated_devoiced_voiced_labio-dental_nasal_consonant
n0_$h_w	n̥ʰʷ	n̥ʷʰ	labialized_aspirated_devoiced_voiced_alveolar_nasal_consonant
n`0_$h_w	ɳ̥ʰʷ	ɳ̥ʷʰ	labialized_aspirated_devoiced_voiced_retroflex_nasal_consonant
J0_$h_w	ɲ̥ʰʷ	ɲ̥ʷʰ	labialized_aspirated_devoiced_voiced_palatal_nasal_consonant
N0_$h_w	ŋ̥ʰʷ	ŋ̥ʷʰ	labialized_aspirated_devoiced_voiced_velar_nasal_consonant
N\0_$h_w	ɴ̥ʰʷ	ɴ̥ʷʰ	labialized_aspirated_devoiced_voiced_uvular_nasal_consonant
p=_w	p̩ʷ	p̩ʷ	syllabic_labialized_voiceless_bilabial_stop_consonant
b=_w	b̩ʷ	b̩ʷ	syllabic_labialized_voiced_bilabial_stop_consonant
b_<=_w	ɓ̩ʷ	ɓ̩ʷ	syllabic_labialized_voiced_bilabial_implosive_consonant
p\=_w	ɸ̩ʷ	ɸ̩ʷ	syllabic_labialized_voiceless_bilabial_fricative_consonant
B=_w	β̩ʷ	β̩ʷ	syllabic_labialized_voiced_bilabial_fricative_consonant
m=_w	m̩ʷ	m̩ʷ	syllabic_labialized_voiced_bilabial_nasal_consonant
f=_w	f̩ʷ	f̩ʷ	syllabic_labialized_voiceless_labio-dental_fricative_consonant
v=_w	v̩ʷ	v̩ʷ	syllabic_labialized_voiced_labio-dental_fricative_consonant
F=_w	ɱ̩ʷ	ɱ̩ʷ	syllabic_labialized_voiced_labio-dental_nasal_consonant
d_<=_w	ɗ̩ʷ	ɗ̩ʷ	syllabic_labialized_voiced_dental_implosive_consonant
T=_w	θ̩ʷ	θ̩ʷ	syllabic_labialized_voiceless_dental_fricative_consonant
D=_w	ð̩ʷ	ð̩ʷ	syllabic_labialized_voiced_dental_fricative_consonant
t=_w	t̩ʷ	t̩ʷ	syllabic_labialized_voiceless_alveolar_stop_consonant
d=_w	d̩ʷ	d̩ʷ	syllabic_labialized_voiced_alveolar_stop_consonant
s=_w	s̩ʷ	s̩ʷ	syllabic_labialized_voiceless_alveolar_sibilant_fricative_consonant
z=_w	z̩ʷ	z̩ʷ	syllabic_labialized_voiced_alveolar_sibilant_fricative_consonant
K=_w	ɬ̩ʷ	ɬ̩ʷ	syllabic_labialized_voiceless_alveolar_lateral_fricative_consonant
K\=_w	ɮ̩ʷ	ɮ̩ʷ	syllabic_labialized_voiced_alveolar_lateral_fricative_consonant
n=_w	n̩ʷ	n̩ʷ	syllabic_labialized_voiced_alveolar_nasal_consonant
S=_w	ʃ̩ʷ	ʃ̩ʷ	syllabic_labialized_voiceless_post-alveolar_sibilant_fricative_consonant
Z=_w	ʒ̩ʷ	ʒ̩ʷ	syllabic_labialized_voiced_post-alveolar_sibilant_fricative_consonant
t`=_w	ʈ̩ʷ	ʈ̩ʷ	syllabic_labialized_voiceless_retroflex_stop_consonant
d`=_w	ɖ̩ʷ	ɖ̩ʷ	syllabic_labialized_voiced_retroflex_stop_consonant
s`=_w	ʂ̩ʷ	ʂ̩ʷ	syllabic_labialized_voiceless_retroflex_sibilant_fricative_consonant
z`=_w	ʐ̩ʷ	ʐ̩ʷ	syllabic_labialized_voiced_retroflex_sibilant_fricative_consonant
n`=_w	ɳ̩ʷ	ɳ̩ʷ	syllabic_labialized_voiced_retroflex_nasal_consonant
c=_w	c̩ʷ	c̩ʷ	syllabic_labialized_voiceless_palatal_stop_consonant
J\=_w	ɟ̩ʷ	ɟ̩ʷ	syllabic_labialized_voiced_palatal_stop_consonant
C=_w	ç̩ʷ	ç̩ʷ	syllabic_labialized_voiceless_palatal_sibilant_fricative_consonant
j\\=_w	ʝ̩ʷ	ʝ̩ʷ	syllabic_labialized_voiced_palatal_fricative_consonant
J=_w	ɲ̩ʷ	ɲ̩ʷ	syllabic_labialized_voiced_palatal_nasal_consonant
k=_w	k̩ʷ	k̩ʷ	syllabic_labialized_voiceless_velar_stop_consonant
g\\=_w	ɡ̩ʷ	g̩ʷ	syllabic_labialized_voiced_velar_stop_consonant
g_<=_w	ɠ̩ʷ	ɠ̩ʷ	syllabic_labialized_voiced_velar_implosive_consonant
x=_w	x̩ʷ	x̩ʷ	syllabic_labialized_voiceless_velar_fricative_consonant
G=_w	ɣ̩ʷ	ɣ̩ʷ	syllabic_labialized_voiced_velar_fricative_consonant
N=_w	ŋ̩ʷ	ŋ̩ʷ	syllabic_labialized_voiced_velar_nasal_consonant
q=_w	q̩ʷ	q̩ʷ	syllabic_labialized_voiceless_uvular_stop_consonant
G\=_w	ɢ̩ʷ	ɢ̩ʷ	syllabic_labialized_voiced_uvular_stop_consonant
G\\_<=_w	ʛ̩ʷ	ʛ̩ʷ	syllabic_labialized_voiced_uvular_implosive_consonant
X=_w	χ̩ʷ	χ̩ʷ	syllabic_labialized_voiceless_uvular_fricative_consonant
R=_w	ʁ̩ʷ	ʁ̩ʷ	syllabic_labialized_voiced_uvular_fricative_consonant
N\=_w	ɴ̩ʷ	ɴ̩ʷ	syllabic_labialized_voiced_uvular_nasal_consonant
?\=_w	ʕ̩ʷ	ʕ̩ʷ	syllabic_labialized_voiced_pharyngeal_fricative_consonant
X\=_w	ħ̩ʷ	ħ̩ʷ	syllabic_labialized_voiceless_pharyngeal_fricative_consonant
?=_w	ʔ̩ʷ	ʔ̩ʷ	syllabic_labialized_voiceless_glottal_stop_consonant
h=_w	h̩ʷ	h̩ʷ	syllabic_labialized_voiceless_glottal_fricative_consonant
h\=_w	ɦ̩ʷ	ɦ̩ʷ	syllabic_labialized_voiced_glottal_fricative_consonant
m0=_w	m̥̩ʷ	m̩̥ʷ	syllabic_labialized_devoiced_voiced_bilabial_nasal_consonant
F0=_w	ɱ̥̩ʷ	ɱ̩̥ʷ	syllabic_labialized_devoiced_voiced_labio-dental_nasal_consonant
n0=_w	n̥̩ʷ	n̩̥ʷ	syllabic_labialized_devoiced_voiced_alveolar_nasal_consonant
n`0=_w	ɳ̥̩ʷ	ɳ̩̥ʷ	syllabic_labialized_devoiced_voiced_retroflex_nasal_consonant
J0=_w	ɲ̥̩ʷ	ɲ̩̥ʷ	syllabic_labialized_devoiced_voiced_palatal_nasal_consonant
N0=_w	ŋ̥̩ʷ	ŋ̩̥ʷ	syllabic_labialized_devoiced_voiced_velar_nasal_consonant
N\0=_w	ɴ̥̩ʷ	ɴ̩̥ʷ	syllabic_labialized_devoiced_voiced_uvular_nasal_consonant
k)p	k͡p	kp	from_voiceless_velar_stop_to_voiceless_bilabial_stop_cluster
g\\)b	ɡ͡b	gb	from_voiced_velar_stop_to_voiced_bilabial_stop_cluster
p)t	p͡t	pt	from_voiceless_bilabial_stop_to_voiceless_alveolar_stop_cluster
b)d	b͡d	bd	from_voiced_bilabial_stop_to_voiced_alveolar_stop_cluster
t)c\	t͡ɕ	tɕ	voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\	d͡ʑ	dʑ	voiced_alveolo-palatal_sibilant_affricate_consonant
H~	ɥ̃	ɥ̃	nasalized_voiced_labio-palatal_approximant_consonant
W=	ʍ̩	ʍ̩	syllabic_voiceless_labio-velar_approximant_consonant
x\[?]=	ɧ̩	ɧ̩	syllabic_voiceless_palatal-velar_fricative_consonant
c\=	ɕ̩	ɕ̩	syllabic_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=	ʑ̩	ʑ̩	syllabic_voiced_alveolo-palatal_sibilant_fricative_consonant
W;	ʍʲ	ʍʲ	palatalized_voiceless_labio-velar_approximant_consonant
x\[?];	ɧʲ	ɧʲ	palatalized_voiceless_palatal-velar_fricative_consonant
c\;	ɕʲ	ɕʲ	palatalized_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\;	ʑʲ	ʑʲ	palatalized_voiced_alveolo-palatal_sibilant_fricative_consonant
W=;	ʍ̩ʲ	ʍ̩ʲ	syllabic_palatalized_voiceless_labio-velar_approximant_consonant
x\[?]=;	ɧ̩ʲ	ɧ̩ʲ	syllabic_palatalized_voiceless_palatal-velar_fricative_consonant
c\=;	ɕ̩ʲ	ɕ̩ʲ	syllabic_palatalized_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=;	ʑ̩ʲ	ʑ̩ʲ	syllabic_palatalized_voiced_alveolo-palatal_sibilant_fricative_consonant
W_w	ʍʷ	ʍʷ	labialized_voiceless_labio-velar_approximant_consonant
x\[?]_w	ɧʷ	ɧʷ	labialized_voiceless_palatal-velar_fricative_consonant
c\_w	ɕʷ	ɕʷ	labialized_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\_w	ʑʷ	ʑʷ	labialized_voiced_alveolo-palatal_sibilant_fricative_consonant
W=_w	ʍ̩ʷ	ʍ̩ʷ	syllabic_labialized_voiceless_labio-velar_approximant_consonant
x\[?]=_w	ɧ̩ʷ	ɧ̩ʷ	syllabic_labialized_voiceless_palatal-velar_fricative_consonant
c\=_w	ɕ̩ʷ	ɕ̩ʷ	syllabic_labialized_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=_w	ʑ̩ʷ	ʑ̩ʷ	syllabic_labialized_voiced_alveolo-palatal_sibilant_fricative_consonant
k)p_$h	k͡pʰ	kpʰ	from_voiceless_velar_stop_to_aspirated_voiceless_bilabial_stop_cluster
g\\)b_$h	ɡ͡bʰ	gbʰ	from_voiced_velar_stop_to_aspirated_voiced_bilabial_stop_cluster
p)t_$h	p͡tʰ	ptʰ	from_voiceless_bilabial_stop_to_aspirated_voiceless_alveolar_stop_cluster
b)d_$h	b͡dʰ	bdʰ	from_voiced_bilabial_stop_to_aspirated_voiced_alveolar_stop_cluster
t)c\_$h	t͡ɕʰ	tɕʰ	aspirated_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\_$h	d͡ʑʰ	dʑʰ	aspirated_voiced_alveolo-palatal_sibilant_affricate_consonant
k)p_w	k͡pʷ	kpʷ	from_voiceless_velar_stop_to_labialized_voiceless_bilabial_stop_cluster
g\\)b_w	ɡ͡bʷ	gbʷ	from_voiced_velar_stop_to_labialized_voiced_bilabial_stop_cluster
p)t_w	p͡tʷ	ptʷ	from_voiceless_bilabial_stop_to_labialized_voiceless_alveolar_stop_cluster
b)d_w	b͡dʷ	bdʷ	from_voiced_bilabial_stop_to_labialized_voiced_alveolar_stop_cluster
t)c\_w	t͡ɕʷ	tɕʷ	labialized_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\_w	d͡ʑʷ	dʑʷ	labialized_voiced_alveolo-palatal_sibilant_affricate_consonant
k)p;	k͡pʲ	kpʲ	from_voiceless_velar_stop_to_palatalized_voiceless_bilabial_stop_cluster
g\\)b;	ɡ͡bʲ	gbʲ	from_voiced_velar_stop_to_palatalized_voiced_bilabial_stop_cluster
p)t;	p͡tʲ	ptʲ	from_voiceless_bilabial_stop_to_palatalized_voiceless_alveolar_stop_cluster
b)d;	b͡dʲ	bdʲ	from_voiced_bilabial_stop_to_palatalized_voiced_alveolar_stop_cluster
t)c\;	t͡ɕʲ	tɕʲ	palatalized_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\;	d͡ʑʲ	dʑʲ	palatalized_voiced_alveolo-palatal_sibilant_affricate_consonant
p)p\_$h	p͡ɸʰ	pɸʰ	aspirated_voiceless_bilabial_affricate_consonant
b)B_$h	b͡βʰ	bβʰ	aspirated_voiced_bilabial_affricate_consonant
p)f_$h	p͡fʰ	pfʰ	aspirated_voiceless_labio-dental_affricate_consonant
b)v_$h	b͡vʰ	bvʰ	aspirated_voiced_labio-dental_affricate_consonant
d_d_$h	d̪ʰ	d̪ʰ	aspirated_voiced_dental_stop_consonant
d_-_$h	d̠ʰ	d̠ʰ	aspirated_voiced_post-alveolar_stop_consonant
t_d)s_d_$h	t̪͡s̪ʰ	ts̪ʰ	aspirated_voiceless_dental_affricate_consonant
d_d)z_d_$h	d̪͡z̪ʰ	dz̪ʰ	aspirated_voiced_dental_sibilant_affricate_consonant
d_-)K\_-_$h	d̠͡ɮ̠ʰ	d̠ɮ̠ʰ	from_voiced_post-alveolar_stop_to_retracted_aspirated_voiced_alveolar_lateral_fricative_cluster
t_d)K_d_$h	t̪͡ɬ̪ʰ	tɬ̪ʰ	aspirated_voiceless_dental_lateral_affricate_consonant
d)z_$h	d͡zʰ	dzʰ	aspirated_voiced_alveolar_sibilant_affricate_consonant
d_d)D_$h	d̪͡ðʰ	dðʰ	aspirated_voiced_dental_affricate_consonant
n_d_$h	n̪ʰ	n̪ʰ	aspirated_voiced_dental_nasal_consonant
t_-_$h	t̠ʰ	t̠ʰ	aspirated_voiceless_post-alveolar_stop_consonant
t)s_$h	t͡sʰ	tsʰ	aspirated_voiceless_alveolar_sibilant_affricate_consonant
d)K\_$h	d͡ɮʰ	dɮʰ	aspirated_voiced_alveolar_lateral_affricate_consonant
t)K_$h	t͡ɬʰ	tɬʰ	aspirated_voiceless_alveolar_lateral_affricate_consonant
n_-_$h	n̠ʰ	n̠ʰ	retracted_aspirated_voiced_alveolar_nasal_consonant
t)S_$h	t͡ʃʰ	tʃʰ	aspirated_voiceless_post-alveolar_sibilant_affricate_consonant
d)Z_$h	d͡ʒʰ	dʒʰ	aspirated_voiced_post-alveolar_sibilant_affricate_consonant
t`)s`_$h	ʈ͡ʂʰ	ʈʂʰ	aspirated_voiceless_retroflex_sibilant_affricate_consonant
d`)z`_$h	ɖ͡ʐʰ	ɖʐʰ	aspirated_voiced_retroflex_sibilant_affricate_consonant
c)C_$h	c͡çʰ	cçʰ	aspirated_voiceless_palatal_affricate_consonant
J\)j\\_$h	ɟ͡ʝʰ	ɟʝʰ	aspirated_voiced_palatal_affricate_consonant
k_+_$h	k̟ʰ	k̟ʰ	advanced_aspirated_voiceless_velar_stop_consonant
k_-_$h	k̠ʰ	k̠ʰ	retracted_aspirated_voiceless_velar_stop_consonant
g\\_+)G_+_$h	ɡ̟͡ɣ̟ʰ	g̟ɣ̟ʰ	from_advanced_voiced_velar_stop_to_advanced_aspirated_voiced_velar_fricative_cluster
g\\)G_$h	ɡ͡ɣʰ	gɣʰ	aspirated_voiced_velar_affricate_consonant
g\\_-)G_-_$h	ɡ̠͡ɣ̠ʰ	g̠ɣ̠ʰ	from_retracted_voiced_velar_stop_to_retracted_aspirated_voiced_velar_fricative_cluster
k_+)x_+_$h	k̟͡x̟ʰ	k̟x̟ʰ	from_advanced_voiceless_velar_stop_to_advanced_aspirated_voiceless_velar_fricative_cluster
k)x_$h	k͡xʰ	kxʰ	aspirated_voiceless_velar_affricate_consonant
k_-)x_-_$h	k̠͡x̠ʰ	k̠x̠ʰ	from_retracted_voiceless_velar_stop_to_retracted_aspirated_voiceless_velar_fricative_cluster
N_+_$h	ŋ̟ʰ	ŋ̟ʰ	advanced_aspirated_voiced_velar_nasal_consonant
N_-_$h	ŋ̠ʰ	ŋ̠ʰ	retracted_aspirated_voiced_velar_nasal_consonant
G\)R_$h	ɢ͡ʁʰ	ɢʁʰ	aspirated_voiced_uvular_affricate_consonant
q)X_$h	q͡χʰ	qχʰ	aspirated_voiceless_uvular_affricate_consonant
p)p\_w	p͡ɸʷ	pɸʷ	labialized_voiceless_bilabial_affricate_consonant
b)B_w	b͡βʷ	bβʷ	labialized_voiced_bilabial_affricate_consonant
p)f_w	p͡fʷ	pfʷ	labialized_voiceless_labio-dental_affricate_consonant
b)v_w	b͡vʷ	bvʷ	labialized_voiced_labio-dental_affricate_consonant
d_d_w	d̪ʷ	d̪ʷ	labialized_voiced_dental_stop_consonant
d_-_w	d̠ʷ	d̠ʷ	labialized_voiced_post-alveolar_stop_consonant
t_d)T_w	t̪͡θʷ	tθʷ	labialized_voiceless_dental_affricate_consonant
t_d)s_d_w	t̪͡s̪ʷ	ts̪ʷ	labialized_voiceless_dental_sibilant_affricate_consonant
d_d)z_d_w	d̪͡z̪ʷ	dz̪ʷ	labialized_voiced_dental_sibilant_affricate_consonant
d_-)K\_-_w	d̠͡ɮ̠ʷ	d̠ɮ̠ʷ	from_voiced_post-alveolar_stop_to_retracted_labialized_voiced_alveolar_lateral_fricative_cluster
t_d)K_d_w	t̪͡ɬ̪ʷ	tɬ̪ʷ	labialized_voiceless_dental_lateral_affricate_consonant
d)z_w	d͡zʷ	dzʷ	labialized_voiced_alveolar_sibilant_affricate_consonant
K_d_w	ɬ̪ʷ	ɬ̪ʷ	labialized_voiceless_dental_lateral_fricative_consonant
d_d)D_w	d̪͡ðʷ	dðʷ	labialized_voiced_dental_affricate_consonant
n_d_w	n̪ʷ	n̪ʷ	labialized_voiced_dental_nasal_consonant
t_-_w	t̠ʷ	t̠ʷ	labialized_voiceless_post-alveolar_stop_consonant
t)s_w	t͡sʷ	tsʷ	labialized_voiceless_alveolar_sibilant_affricate_consonant
d)K\_w	d͡ɮʷ	dɮʷ	labialized_voiced_alveolar_lateral_affricate_consonant
t)K_w	t͡ɬʷ	tɬʷ	labialized_voiceless_alveolar_lateral_affricate_consonant
K_-_w	ɬ̠ʷ	ɬ̠ʷ	retracted_labialized_voiceless_alveolar_lateral_fricative_consonant
K\_-_w	ɮ̠ʷ	ɮ̠ʷ	retracted_labialized_voiced_alveolar_lateral_fricative_consonant
n_-_w	n̠ʷ	n̠ʷ	retracted_labialized_voiced_alveolar_nasal_consonant
t)S_w	t͡ʃʷ	tʃʷ	labialized_voiceless_post-alveolar_sibilant_affricate_consonant
d)Z_w	d͡ʒʷ	dʒʷ	labialized_voiced_post-alveolar_sibilant_affricate_consonant
t`)s`_w	ʈ͡ʂʷ	ʈʂʷ	labialized_voiceless_retroflex_sibilant_affricate_consonant
d`)z`_w	ɖ͡ʐʷ	ɖʐʷ	labialized_voiced_retroflex_sibilant_affricate_consonant
c)C_w	c͡çʷ	cçʷ	labialized_voiceless_palatal_affricate_consonant
J\)j\\_w	ɟ͡ʝʷ	ɟʝʷ	labialized_voiced_palatal_affricate_consonant
k_+_w	k̟ʷ	k̟ʷ	advanced_labialized_voiceless_velar_stop_consonant
k_-_w	k̠ʷ	k̠ʷ	retracted_labialized_voiceless_velar_stop_consonant
x_+_w	x̟ʷ	x̟ʷ	advanced_labialized_voiceless_velar_fricative_consonant
x_-_w	x̠ʷ	x̠ʷ	retracted_labialized_voiceless_velar_fricative_consonant
G_+_w	ɣ̟ʷ	ɣ̟ʷ	advanced_labialized_voiced_velar_fricative_consonant
